UNIX Timestamp,ECG,HR,RR,Marker
1747670844766734743,0.117
1747670844774440119,0.097
1747670844782145495,0.068
1747670844789850871,0.029
1747670844797556247,-0.022
1747670844805261623,-0.078
1747670844812966999,-0.127
1747670844820672375,-0.171
1747670844828377751,-0.20500000000000002
1747670844836083127,-0.222
1747670844843788503,-0.229
1747670844851493879,-0.234
1747670844859199255,-0.23900000000000002
1747670844866904631,-0.234
1747670844874610007,-0.222
1747670844882315383,-0.215
1747670844890020759,-0.20700000000000002
1747670844897726135,-0.20500000000000002
1747670844905431511,-0.198
1747670844913136887,-0.18
1747670844920842263,-0.171
1747670844928547639,-0.168
1747670844936253015,-0.161
1747670844943958391,-0.158
1747670844951663767,-0.158
1747670844959369143,-0.151
1747670844967074519,-0.149
1747670844974779895,-0.149
1747670844982485271,-0.151
1747670844990190647,-0.151
1747670844997896023,-0.156
1747670845005601399,-0.154
1747670845013306775,-0.14400000000000002
1747670845021012151,-0.146
1747670845028717527,-0.154
1747670845036422903,-0.156
1747670845044128279,-0.149
1747670845051833655,-0.136
1747670845059539031,-0.14100000000000001
1747670845067244407,-0.156
1747670845074949783,-0.151
1747670845082655159,-0.146
1747670845090360535,-0.149
1747670845098065911,-0.156
1747670845105771287,-0.158
1747670845113476663,-0.163
1747670845121182039,-0.151
1747670845128887415,-0.122
1747670845136592791,-0.107
1747670845144298167,-0.112
1747670845152003543,-0.11
1747670845159708919,-0.105
1747670845167414295,-0.117
1747670845175119671,-0.136
1747670845182825047,-0.139
1747670845190530423,-0.132
1747670845198235799,-0.139
1747670845205941175,-0.146
1747670845213646551,-0.14400000000000002
1747670845221351927,-0.149
1747670845229057303,-0.178
1747670845236762679,-0.17300000000000001
1747670845244468055,-0.002
1747670845252173431,0.496
1747670845259878807,0.9480000000000001
1747670845267584183,0.222
1747670845275289559,-1.046
1747670845282994935,-0.912
1747670845290700311,-0.2
1747670845298405687,-0.246
1747670845306111063,-0.278
1747670845313816439,-0.058
1747670845321521815,-0.085
1747670845329227260,-0.158,92,661
1747670845336932636,-0.09,,710
1747670845344638012,-0.075
1747670845352343388,-0.105
1747670845360048764,-0.085
1747670845367754140,-0.07
1747670845375459516,-0.085
1747670845383164892,-0.085
1747670845390870268,-0.061
1747670845398575644,-0.048
1747670845406281020,-0.044
1747670845413986396,-0.019
1747670845421691772,0.0
1747670845429397148,0.012
1747670845437102524,0.039
1747670845444807900,0.073
1747670845452513276,0.085
